Time:64Hz,Epoch,Noise 1,Noise 2,Event Id,Event Date,Event Duration
1.0156250000,2,-0.9479053738,0.7380653219,,,
1.0312500000,2,-0.3744175552,0.8259596698,,,
1.0468750000,2,-0.0980507347,-1.1016261622,,,
1.0625000000,2,1.9084847981,-0.9127537235,,,
1.0781250000,2,1.6037590358,-0.5606166988,,,
1.0937500000,2,1.7833880966,-0.3083589488,,,
1.1093750000,2,-0.1917580764,0.4560880131,,,
1.1250000000,2,0.6612941968,-0.3056080878,,,
1.1406250000,2,-0.1663943061,1.7402970686,,,
1.1562500000,2,0.6506366542,0.1997560064,,,
1.1718750000,2,-1.8208745310,-1.3752000226,,,
1.1875000000,2,0.1303077827,-1.1906587646,,,
1.2031250000,2,-1.9529382142,-0.9961253609,,,
1.2187500000,2,2.3162186971,0.9334730599,,,
1.2343750000,2,-1.8789113599,1.2944817298,,,
1.2500000000,2,0.9411847921,-1.2502822073,,,
1.2656250000,2,-1.0383998339,0.8230030045,,,
1.2812500000,2,1.5811202410,1.2872375135,,,
1.2968750000,2,1.6994272018,0.3871648572,,,
1.3125000000,2,0.0106508579,-0.9726940107,,,
1.3281250000,2,0.6108385902,-0.0512976284,,,
1.3437500000,2,-0.2207257378,0.5484352155,,,
1.3593750000,2,0.1420319967,0.7500374123,,,
1.3750000000,2,-0.1487095552,-0.7992601079,,,
1.3906250000,2,-0.2890603423,0.1985608258,,,
1.4062500000,2,1.1744070493,-0.4102972920,,,
1.4218750000,2,-1.7290937260,-0.5513615171,,,
1.4375000000,2,1.3308572475,0.9098577796,,,
1.4531250000,2,-0.4052903232,0.4281155720,,,
1.4687500000,2,-0.0995745344,0.2462557703,,,
1.4843750000,2,-0.1682879048,0.0230708409,,,
1.5000000000,3,0.6688914444,0.1326247765,,,
1.5156250000,3,1.0089279428,-0.8010321681,,,
1.5312500000,3,-4.1444092663,-1.4358293806,,,
1.5468750000,3,1.1704110303,0.3677221973,,,
1.5625000000,3,-0.3284424314,-1.7205302837,,,
1.5781250000,3,0.9319103898,0.1831348155,,,
1.5937500000,3,-0.2530595103,-1.6875656479,,,
1.6093750000,3,-0.9501125210,1.1754800352,,,
1.6250000000,3,-0.6849590556,0.8030088945,,,
1.6406250000,3,0.3995069233,1.6990902520,,,
1.6562500000,3,1.5879078398,-1.7045353967,,,
1.6718750000,3,2.4139868149,0.1606813503,,,
1.6875000000,3,0.4949506736,1.6131705584,,,
1.7031250000,3,0.5256681078,-0.8577001321,,,
1.7187500000,3,-0.8862246366,0.8254730551,,,
1.7343750000,3,1.6546987778,-2.9359422642,,,
1.7500000000,3,-0.1574469339,-0.0306575436,,,
1.7656250000,3,2.1369036042,-1.9575917370,,,
1.7812500000,3,-1.3724238269,-0.0545491294,,,
1.7968750000,3,1.0764574874,-1.2527755306,,,
1.8125000000,3,-0.8540811085,0.1684417792,,,
1.8281250000,3,-1.8728981984,-1.3443655575,,,
1.8437500000,3,0.7781892361,-1.4762084009,,,
1.8593750000,3,0.7087130004,-1.0150977149,,,
1.8750000000,3,1.9456309164,0.0391949109,33025,1.8750000000,0.0000000000
1.8906250000,3,1.4385153246,1.2202736823,,,
1.9062500000,3,-1.6883340975,-0.0793355600,,,
1.9218750000,3,-0.8783720804,0.4217897361,,,
1.9375000000,3,-0.3689400210,-0.1139154387,,,
1.9531250000,3,0.9261733782,0.7124855097,,,
1.9687500000,3,-0.6872657930,1.3078525908,33024,1.9687500000,0.0000000000
1.9843750000,3,-1.0895665526,0.8078038862,,,
2.0000000000,4,0.0637443958,0.9370825931,,,
2.0156250000,4,0.0962590132,-0.1837054310,,,
2.0312500000,4,-0.0924702943,0.5603303980,,,
2.0468750000,4,0.0705244723,-0.3459682372,,,
2.0625000000,4,-0.0948994406,-0.6241434384,,,
2.0781250000,4,-1.0558375674,-0.4934434535,,,
2.0937500000,4,1.0475013629,-0.2928531448,,,
2.1093750000,4,0.6195451118,1.5595472663,,,
2.1250000000,4,2.4173215192,-1.5678849529,,,
2.1406250000,4,-0.1819351648,-0.6429811327,,,
2.1562500000,4,0.4048838982,1.6590583639,,,
2.1718750000,4,-0.6089587348,-0.8136112427,,,
2.1875000000,4,-1.8245540948,1.4432518303,,,
2.2031250000,4,-0.2719143892,-0.0238419346,,,
2.2187500000,4,-0.8305593779,1.0520866517,,,
2.2343750000,4,-1.3921064261,-1.0829555244,,,
2.2500000000,4,2.0972205706,-0.5793660469,,,
2.2656250000,4,0.7926158506,1.8611425804,,,
2.2812500000,4,-0.4185271391,0.6757035565,,,
2.2968750000,4,0.9707415429,1.3269005140,,,
2.3125000000,4,0.0627000085,-1.1238626536,,,
2.3281250000,4,-0.3587831066,-0.3820043523,,,
2.3437500000,4,-0.4436945828,-2.3464802224,,,
2.3593750000,4,0.4489569790,-1.4791688073,,,
2.3750000000,4,-0.3156228415,0.4922851245,,,
2.3906250000,4,2.1998989976,0.4825188939,,,
2.4062500000,4,-0.8097486184,1.6103139804,,,
2.4218750000,4,-0.0035514322,-0.2532748814,,,
2.4375000000,4,0.7699009621,1.0286698585,,,
2.4531250000,4,0.2745406746,-0.6121388721,,,
2.4687500000,4,-0.2303421791,0.2575017778,,,
2.4843750000,4,-0.3169160074,-0.3979636713,,,
2.5000000000,5,0.4371439070,-1.2481010917,,,
2.5156250000,5,-0.3826286545,0.0689824742,,,
2.5312500000,5,1.0222790163,1.5011344339,,,
2.5468750000,5,-1.8900437125,-0.0656464682,,,
2.5625000000,5,-0.5052484676,-0.2723517726,,,
2.5781250000,5,0.3015978574,-0.1298222443,,,
2.5937500000,5,0.5735167597,0.6208384653,,,
2.6093750000,5,-1.1198927267,-1.0887236136,,,
2.6250000000,5,0.0400053569,-0.6231510406,,,
2.6406250000,5,-0.5213737457,1.3163654069,,,
2.6562500000,5,-0.5195511760,1.1030945185,,,
2.6718750000,5,-0.6290161992,-0.3730020366,,,
2.6875000000,5,-0.0965025194,-0.0234016053,,,
2.7031250000,5,1.2153560446,0.1169669607,,,
2.7187500000,5,-1.3144795177,-0.5404158013,,,
2.7343750000,5,-2.5099747525,1.0281303279,,,
2.7500000000,5,-0.4643718774,-0.7750216565,,,
2.7656250000,5,0.7932298609,-1.0150369155,,,
2.7812500000,5,-2.5247323718,-0.2044660639,,,
2.7968750000,5,-0.5138109770,-0.8718555105,,,
2.8125000000,5,-0.2168142905,-0.8760002096,,,
2.8281250000,5,-0.9798930764,-1.2536531127,,,
2.8437500000,5,-1.8401411740,-1.4646544826,,,
2.8593750000,5,-0.3171998371,-0.3786959291,,,
2.8750000000,5,-0.7994061492,0.5434009334,,,
2.8906250000,5,0.1990312131,-0.3172815428,,,
2.9062500000,5,-0.2837731472,-0.9327703778,,,
2.9218750000,5,-0.7948063092,-0.1387617342,,,
2.9375000000,5,-1.6988944852,-0.8536081276,,,
2.9531250000,5,0.3549618851,0.2195445006,,,
2.9687500000,5,-0.4697943245,0.5830692596,,,
2.9843750000,5,0.5341290848,-0.4541887613,,,
3.0000000000,6,0.2736462756,0.1516081011,,,
3.0156250000,6,0.6343780438,-0.5648586184,,,
3.0312500000,6,0.2427575293,-1.1890288635,,,
3.0468750000,6,1.7874236413,-0.5671567076,,,
3.0625000000,6,-1.0761914344,-0.1317242023,,,
3.0781250000,6,-1.2392608533,0.0499572996,,,
3.0937500000,6,-0.9942250888,-0.0849951742,,,
3.1093750000,6,-2.3450187321,-0.1815021985,,,
3.1250000000,6,0.3666155842,-0.5698005376,,,
3.1406250000,6,-0.0397321580,0.4741374972,,,
3.1562500000,6,-0.6860645579,-0.2722799225,,,
3.1718750000,6,-1.1914943625,0.0864990430,,,
3.1875000000,6,-2.6687230254,1.3502785016,,,
3.2031250000,6,0.4550080707,2.2048927018,,,
3.2187500000,6,0.2223219497,0.8609697675,,,
3.2343750000,6,-0.1888111322,-0.0677093154,,,
3.2500000000,6,-0.6577228644,1.3141174917,,,
3.2656250000,6,0.8461016054,-0.5388229567,,,
3.2812500000,6,-0.5144893039,-0.7477093682,,,
3.2968750000,6,-0.7159132904,2.9558452357,,,
3.3125000000,6,-0.1944736909,0.8897354081,,,
3.3281250000,6,-1.7748645461,2.2889298477,,,
3.3437500000,6,0.5143454625,-0.1772847342,,,
3.3593750000,6,-1.0624191587,-0.7106964306,,,
3.3750000000,6,-0.7075044457,-0.5931786448,,,
3.3906250000,6,-0.4166853300,0.0811088108,,,
3.4062500000,6,-0.0330425230,-1.1470519941,,,
3.4218750000,6,-0.6716450115,-1.1253921987,,,
3.4375000000,6,-0.9302795711,-1.0897630187,,,
3.4531250000,6,0.0255267072,1.2308892773,,,
3.4687500000,6,1.1629119220,-0.3084572815,,,
3.4843750000,6,3.2337173658,0.5097841092,,,
3.5000000000,7,-1.3832839026,-0.2517018319,,,
3.5156250000,7,0.4756383936,0.0086200479,,,
3.5312500000,7,-0.3684099589,-0.2129047061,,,
3.5468750000,7,-1.4864392114,1.4852192978,,,
3.5625000000,7,0.0748502995,0.4888686014,,,
3.5781250000,7,-1.0614649465,0.4617437228,,,
3.5937500000,7,-0.4943849110,1.5405648186,,,
3.6093750000,7,0.9250154325,1.0869187154,,,
3.6250000000,7,0.5405118541,0.5379685516,,,
3.6406250000,7,1.0471322502,1.6098395907,,,
3.6562500000,7,-0.9916962344,-0.1801547027,,,
3.6718750000,7,-0.5443867215,-1.3342115454,,,
3.6875000000,7,-2.3387765280,-0.4932160434,,,
3.7031250000,7,0.8541546838,-1.1658507170,,,
3.7187500000,7,0.8291694781,-0.2711770419,,,
3.7343750000,7,-0.0181888187,0.0255830557,,,
3.7500000000,7,-2.1961980824,0.1157337045,,,
3.7656250000,7,-0.9023107396,0.3107601484,,,
3.7812500000,7,-0.0691814281,-0.8762237839,,,
3.7968750000,7,1.1200135178,-0.9382544567,,,
3.8125000000,7,-1.6630675672,-0.8804837933,,,
3.8281250000,7,0.2406747356,-1.2519386871,,,
3.8437500000,7,-1.2611926944,1.5443238839,,,
3.8593750000,7,-0.5513382823,0.4198248877,,,
3.8750000000,7,-0.0838428228,-1.0489840411,,,
3.8906250000,7,0.5323527412,0.7456698409,,,
3.9062500000,7,-1.8318756495,-1.7119415144,,,
3.9218750000,7,0.5961191965,-0.0643442010,,,
3.9375000000,7,2.0167554583,0.8605626181,,,
3.9531250000,7,0.5210427955,0.1994813608,,,
3.9687500000,7,0.9563604380,1.0182869876,,,
3.9843750000,7,-0.6295166999,0.4178741957,,,
4.0000000000,8,-0.2803526044,1.4533342504,,,
4.0156250000,8,-0.1000452461,-0.0643496480,,,
4.0312500000,8,0.0576653437,-0.2871471292,,,
4.0468750000,8,-1.2174438522,0.0585300807,,,
4.0625000000,8,-0.0884092827,-1.1454216944,,,
4.0781250000,8,-1.2643126742,0.6851373492,,,
4.0937500000,8,0.1354741822,0.1583393973,,,
4.1093750000,8,-0.7260670014,1.2134568993,,,
4.1250000000,8,0.0635459510,0.2838686418,,,
4.1406250000,8,-0.9538883520,0.0717255002,,,
4.1562500000,8,-0.2709516435,1.8846595311,,,
4.1718750000,8,-1.5174734559,0.3101274942,,,
4.1875000000,8,0.5680489975,0.5770661292,,,
4.2031250000,8,-0.1025178064,-0.1183011008,,,
4.2187500000,8,-1.2412678339,0.0972298126,,,
4.2343750000,8,-1.2180012680,3.0633453297,,,
4.2500000000,8,-0.8918216522,1.8284394123,,,
4.2656250000,8,-2.0123679185,0.8790203492,,,
4.2812500000,8,1.1449673828,-1.2610138741,,,
4.2968750000,8,-0.4104155031,-0.7112063104,,,
4.3125000000,8,1.3080240053,-0.5170308842,,,
4.3281250000,8,0.0976418022,0.6677293928,,,
4.3437500000,8,0.1753246237,1.0189565779,,,
4.3593750000,8,-0.8647188896,-1.6666464657,,,
4.3750000000,8,-1.2776346139,1.0166650964,,,
4.3906250000,8,1.4298812212,-1.1532984502,,,
4.4062500000,8,0.0679334387,-0.2584664791,,,
4.4218750000,8,-1.2765360343,-0.9207002417,,,
4.4375000000,8,-0.4297637471,-1.0988914015,,,
4.4531250000,8,-1.7488523380,1.4599369978,,,
4.4687500000,8,0.9614395960,-0.0593215432,,,
4.4843750000,8,-1.5595623904,1.6354911841,,,
4.5000000000,9,0.4932140266,0.2233536515,,,
4.5156250000,9,-0.2739916849,-0.6629626721,,,
4.5312500000,9,-2.2631258457,-1.5677561258,,,
4.5468750000,9,0.4644414353,-0.5955931062,,,
4.5625000000,9,0.1440393593,0.9444369458,,,
4.5781250000,9,-0.4195432677,-0.3824231755,,,
4.5937500000,9,0.5006907266,0.9271268803,,,
4.6093750000,9,-0.7691912165,0.2385290180,,,
4.6250000000,9,-0.4816001213,0.9380530016,,,
4.6406250000,9,1.4614673869,0.6292683428,,,
4.6562500000,9,0.2880115339,0.4195278956,,,
4.6718750000,9,-1.1833634755,-0.3356447888,,,
4.6875000000,9,0.0855511323,-1.4751425133,,,
4.7031250000,9,-0.7622211199,0.0755857674,,,
4.7187500000,9,0.1469874946,0.8161470132,,,
4.7343750000,9,-0.9164956168,0.1351090702,,,
4.7500000000,9,-1.0379752947,-0.5748264830,,,
4.7656250000,9,-0.4595063519,-0.6759729345,,,
4.7812500000,9,-0.0647322018,1.4451792165,,,
4.7968750000,9,0.5226671885,1.0508775746,,,
4.8125000000,9,-0.3178858697,1.0222282755,,,
4.8281250000,9,-1.9177401623,1.2637532972,,,
4.8437500000,9,0.4984035670,-0.9464284037,,,
4.8593750000,9,0.8908804477,0.5717879810,,,
4.8750000000,9,-2.3803523557,-0.9747103304,,,
4.8906250000,9,-0.7644621282,-0.2709065038,,,
4.9062500000,9,-0.2479324601,0.6949294767,,,
4.9218750000,9,-1.7388984997,0.1079655502,,,
4.9375000000,9,-0.9495828035,1.4228884869,,,
4.9531250000,9,1.9520216258,-0.8531212123,,,
4.9687500000,9,0.9834464874,0.7087529859,,,
4.9843750000,9,-0.8859878589,-1.5895783163,,,
5.0000000000,10,0.0971575108,0.1044403126,,,
5.0156250000,10,1.1223902699,-0.5472492613,,,
5.0312500000,10,-0.4620758953,-1.2192537241,,,
5.0468750000,10,-0.9691303167,1.1414846507,,,
5.0625000000,10,-1.2720954476,1.7133792529,,,
5.0781250000,10,-0.2435643057,0.4976281845,,,
5.0937500000,10,0.4873677154,-0.2994300248,,,
5.1093750000,10,-0.0875028347,-1.5285774559,,,
5.1250000000,10,1.7498298627,0.2365787594,,,
5.1406250000,10,0.8201530921,0.0955587169,,,
5.1562500000,10,0.1119596124,-1.5426343663,,,
5.1718750000,10,0.1171399195,1.1897466446,,,
5.1875000000,10,1.9749994512,-1.5566332647,,,
5.2031250000,10,0.6539033203,0.6447398573,,,
5.2187500000,10,-0.5441976449,0.6339825408,,,
5.2343750000,10,1.0175326272,-0.3433480415,,,
5.2500000000,10,-0.8262383314,0.5151088556,,,
5.2656250000,10,-0.1489504884,-0.4503276896,,,
5.2812500000,10,-1.1079222231,-0.5785360202,,,
5.2968750000,10,1.1803624241,-1.4964949691,,,
5.3125000000,10,-0.7946271208,-0.0914831010,,,
5.3281250000,10,1.8612993764,0.7851783907,,,
5.3437500000,10,-1.4083055088,-0.7876413616,,,
5.3593750000,10,-1.4818709472,-0.6180058926,,,
5.3750000000,10,-1.5128529655,-0.1657438816,,,
5.3906250000,10,0.5111590197,1.6362996126,,,
5.4062500000,10,0.7581309033,-1.0412537414,,,
5.4218750000,10,0.9638101474,-0.6719120908,,,
5.4375000000,10,0.6535257221,-0.7710523651,,,
5.4531250000,10,-1.3926669476,0.9740862175,,,
5.4687500000,10,-0.1439604728,1.7029479524,,,
5.4843750000,10,-1.0291186319,0.1019886031,,,
5.5000000000,11,-0.1150909108,-0.1135505600,,,
5.5156250000,11,1.8197260214,0.7883264294,,,
5.5312500000,11,-0.2288085919,-0.7826638738,,,
5.5468750000,11,2.5970125021,0.6491029957,,,
5.5625000000,11,-0.2792955023,0.0051523582,,,
5.5781250000,11,1.0107447885,-1.3029369557,,,
5.5937500000,11,-0.7169801918,0.3061539812,,,
5.6093750000,11,-0.0133236815,2.2035290863,,,
5.6250000000,11,1.8850333330,-1.7935663393,,,
5.6406250000,11,1.0569301584,-0.4123969141,,,
5.6562500000,11,-0.5333073359,0.0748997679,,,
5.6718750000,11,0.1221969281,-0.5256507537,,,
5.6875000000,11,-1.0757633822,-0.1145440232,,,
5.7031250000,11,-0.9952632130,-0.5616449010,,,
5.7187500000,11,-0.6290830549,-0.7736285233,,,
5.7343750000,11,0.7715159945,-0.5365938140,,,
5.7500000000,11,1.0994110113,0.5788766879,,,
5.7656250000,11,-0.8249606043,-1.0378132868,,,
5.7812500000,11,0.4158137725,-0.5068743252,,,
5.7968750000,11,-0.4329246863,-0.8353240334,,,
5.8125000000,11,-0.0345820856,-0.5112528507,,,
5.8281250000,11,0.4737834094,-0.2620188752,,,
5.8437500000,11,-0.4448321775,1.3924060268,,,
5.8593750000,11,-0.4745705983,0.3642612455,,,
5.8750000000,11,0.0441055879,0.1200551980,,,
5.8906250000,11,-0.8806894516,1.2597302561,,,
5.9062500000,11,-0.6885558681,0.2174115585,,,
5.9218750000,11,-1.4410744893,-0.6724963365,,,
5.9375000000,11,-0.1333479279,0.6397773286,,,
5.9531250000,11,0.1065332113,-0.2355684423,,,
5.9687500000,11,-1.0525561316,1.4273244725,,,
5.9843750000,11,0.9742894160,-1.9936510962,,,
6.0000000000,12,0.0262101532,-0.0801816291,,,
6.0156250000,12,-0.6795200446,0.6784810405,,,
6.0312500000,12,2.0201268716,-0.9752822604,,,
6.0468750000,12,-2.1590364030,-0.7240092583,,,
6.0625000000,12,1.2062761973,-0.1152234759,,,
6.0781250000,12,-1.5356464692,-0.5144332959,,,
6.0937500000,12,0.1592090080,0.2249308733,,,
6.1093750000,12,1.1690536116,0.3302252188,,,
6.1250000000,12,1.3642265124,-0.2252765183,,,
6.1406250000,12,-0.3260823701,0.9313288939,,,
6.1562500000,12,0.9505473092,-0.2359135544,,,
6.1718750000,12,-0.1399042463,-0.1342017241,,,
6.1875000000,12,0.3135820234,0.5963622081,,,
6.2031250000,12,1.6970492496,0.5160851114,,,
6.2187500000,12,1.6435013114,1.0992880382,,,
6.2343750000,12,1.4499363460,0.1337742101,,,
6.2500000000,12,0.0466413830,0.5852004807,,,
6.2656250000,12,0.9627163048,1.3076477400,,,
6.2812500000,12,-1.0806019082,0.2013315904,,,
6.2968750000,12,-1.9331875177,2.7637024431,,,
6.3125000000,12,1.4318106364,-0.4248026717,,,
6.3281250000,12,1.2886164307,-0.3906113697,,,
6.3437500000,12,0.6095062697,-0.2153212914,,,
6.3593750000,12,-2.0516485883,0.2312561173,,,
6.3750000000,12,-0.8216777181,-0.8004931042,,,
6.3906250000,12,1.9529974450,1.1904840287,,,
6.4062500000,12,0.6052055766,0.7736256692,,,
6.4218750000,12,1.8381615460,1.1549801978,,,
6.4375000000,12,0.0266225958,-0.0785221172,,,
6.4531250000,12,-0.7092628284,0.2056905476,,,
6.4687500000,12,-0.0054271117,1.2422815107,,,
6.4843750000,12,1.2195579241,-1.1860018209,,,
6.5000000000,13,-0.7306085265,1.0630276124,,,
6.5156250000,13,-2.2618476923,1.9527336873,,,
6.5312500000,13,1.3547004414,-0.1864476335,,,
6.5468750000,13,-0.0517606818,0.5863945772,,,
6.5625000000,13,-2.2779721956,1.1524184891,,,
6.5781250000,13,-0.6539226477,-0.4867597416,,,
6.5937500000,13,1.1526899578,-0.0030662635,,,
6.6093750000,13,0.1567436536,0.8689223967,,,
6.6250000000,13,0.3073014789,0.7047199233,,,
6.6406250000,13,-0.8695912141,0.9859500080,,,
6.6562500000,13,0.3789339524,-0.0818357900,,,
6.6718750000,13,0.8702763554,-0.5323136104,,,
6.6875000000,13,-0.2417965483,-0.9050771547,,,
6.7031250000,13,1.0110564069,-0.3008007453,,,
6.7187500000,13,0.1868095649,-0.7285736715,,,
6.7343750000,13,0.1405281569,0.1111916488,,,
6.7500000000,13,0.9240792664,-0.9241369605,,,
6.7656250000,13,0.1694953084,-1.0036502195,,,
6.7812500000,13,0.5793919935,0.0932827754,,,
6.7968750000,13,-0.0462361511,1.9123299288,,,
6.8125000000,13,2.0432274687,0.1180436911,,,
6.8281250000,13,1.5302509350,1.1553434229,,,
6.8437500000,13,0.7751805063,-2.2047338520,,,
6.8593750000,13,-1.7068316990,-0.7193181448,,,
6.8750000000,13,1.2165559991,0.5437542435,,,
6.8906250000,13,-0.0816489456,-0.8340619117,,,
6.9062500000,13,-0.0463584839,0.4047419664,,,
6.9218750000,13,0.9529713654,-4.1874644787,,,
6.9375000000,13,0.3721646979,0.5105459113,,,
6.9531250000,13,0.0585522297,-1.7990882239,,,
6.9687500000,13,-0.6823617047,1.0263365390,,,
6.9843750000,13,0.5438338180,1.6263279263,,,
7.0000000000,14,0.6805627255,0.8581938005,,,
7.0156250000,14,-0.5055238179,-0.8666743756,,,
7.0312500000,14,-1.9815101007,-1.1862567493,,,
7.0468750000,14,-0.8765876314,2.8518168551,,,
7.0625000000,14,-0.4323970871,-0.3615801517,,,
7.0781250000,14,2.4856220164,-0.7132440511,,,
7.0937500000,14,0.3052307860,-0.7843629630,,,
7.1093750000,14,-1.4741328218,2.0993965086,,,
7.1250000000,14,1.0833324625,0.1870497963,,,
7.1406250000,14,0.3623547021,-0.4345567392,,,
7.1562500000,14,-0.2712919478,0.9389627573,,,
7.1718750000,14,0.6690882117,1.2971893996,,,
7.1875000000,14,-0.8337695389,-1.8741608551,,,
7.2031250000,14,0.1965757890,-0.5633990645,,,
7.2187500000,14,0.8194366630,1.9917998678,,,
7.2343750000,14,-2.0518905324,2.1507539141,,,
7.2500000000,14,0.4084725912,2.3458202981,,,
7.2656250000,14,-0.3228136600,-0.2433772647,,,
7.2812500000,14,0.3235791283,1.3578432269,,,
7.2968750000,14,2.1402587936,0.2206508111,,,
7.3125000000,14,-0.6367488122,1.0945142758,,,
7.3281250000,14,1.3748571023,-0.1079063578,,,
7.3437500000,14,-0.0549573480,2.9536464303,,,
7.3593750000,14,-0.9833431139,-0.9359041260,,,
7.3750000000,14,0.9801869683,-0.3034667531,,,
7.3906250000,14,0.3111494827,0.4172569710,,,
7.4062500000,14,-0.6675258667,-0.6550990324,,,
7.4218750000,14,-0.0374921498,-0.1352343607,,,
7.4375000000,14,0.8808043434,0.4812373625,,,
7.4531250000,14,1.6175898472,-3.0315109062,,,
7.4687500000,14,-2.2429729309,-1.3684403038,,,
7.4843750000,14,-0.1176137598,-0.7962312796,,,
7.5000000000,15,0.2775726349,-0.0441080314,,,
7.5156250000,15,-0.1382583092,-0.5727238706,,,
7.5312500000,15,0.3623228651,-0.4719304844,,,
7.5468750000,15,-0.1338917855,0.8417640718,,,
7.5625000000,15,1.4613210930,0.7518768115,,,
7.5781250000,15,0.1025574682,-0.8200795553,,,
7.5937500000,15,0.3561453389,0.7740653343,,,
7.6093750000,15,1.3051683986,-0.7420464868,,,
7.6250000000,15,-0.6199008308,-1.0245358343,,,
7.6406250000,15,0.2859405456,-0.1390053030,,,
7.6562500000,15,0.9581120737,-1.3938027099,,,
7.6718750000,15,-0.3859505268,0.0824282812,,,
7.6875000000,15,0.4639540192,0.9657700940,,,
7.7031250000,15,-0.5954021663,-0.8084342604,,,
7.7187500000,15,-0.0273611137,-0.4126077347,,,
7.7343750000,15,0.0505885615,-0.2831695760,,,
7.7500000000,15,-2.0973126702,-0.0948518916,,,
7.7656250000,15,-0.3510518421,0.9203622904,,,
7.7812500000,15,0.5315262225,-0.3882497655,,,
7.7968750000,15,0.7723621626,-1.2908392739,,,
7.8125000000,15,-0.8478247660,0.6656312998,,,
7.8281250000,15,-0.1127157665,-0.7356240921,,,
7.8437500000,15,-0.6363914546,-0.7126428276,,,
7.8593750000,15,-1.4127233584,-1.7068802399,,,
7.8750000000,15,0.5525845273,1.3094776212,,,
7.8906250000,15,-0.0264383238,-0.2659896714,,,
7.9062500000,15,-0.3839414026,-1.6796487171,,,
7.9218750000,15,-1.1321982165,1.8187856592,,,
7.9375000000,15,-0.2193246873,0.1166817853,,,
7.9531250000,15,1.6107702772,0.7440002813,,,
7.9687500000,15,-0.8573886242,0.3051325747,,,
7.9843750000,15,-0.8316276457,-1.2209117408,,,
8.0000000000,16,-0.3181272591,-0.2190802219,,,
